,Unnamed: 0,prompt,noun_phrases,nouns
415,415,a red apple and a green train,a red apple;a green train,apple;train
416,416,a brown giraffe and a red train,a brown giraffe;a red train,giraffe;train
417,417,a red giraffe and a brown train,a red giraffe;a brown train,giraffe;train
418,418,a blue boat and a red suitcase,a blue boat;a red suitcase,boat;suitcase
419,419,a red boat and a blue suitcase,a red boat;a blue suitcase,boat;suitcase
420,420,a blue bowl and a brown horse,a blue bowl;a brown horse,bowl;horse
421,421,a brown bowl and a blue horse,a brown bowl;a blue horse,bowl;horse
422,422,a blue backpack and a red train,a blue backpack;a red train,backpack;train
423,423,a red backpack and a blue train,a red backpack;a blue train,backpack;train
424,424,a gold clock and a red orange,a gold clock;a red orange,clock;orange
425,425,a red clock and a gold orange,a red clock;a gold orange,clock;orange
426,426,a brown bear and a blue vase,a brown bear;a blue vase,bear;vase
427,427,a blue bear and a brown vase,a blue bear;a brown vase,bear;vase
428,428,a green apple and a brown elephant,a green apple;a brown elephant,apple;elephant
429,429,a brown apple and a green elephant,a brown apple;a green elephant,apple;elephant
430,430,a green banana and a brown bear,a green banana;a brown bear,banana;bear
431,431,a brown banana and a green bear,a brown banana;a green bear,banana;bear
432,432,a blue boat and a brown cat,a blue boat;a brown cat,boat;cat
433,433,a brown boat and a blue cat,a brown boat;a blue cat,boat;cat
434,434,a green banana and a blue boat,a green banana;a blue boat,banana;boat
435,435,a blue banana and a green boat,a blue banana;a green boat,banana;boat
436,436,a red car and a blue cup,a red car;a blue cup,car;cup
437,437,a blue car and a red cup,a blue car;a red cup,car;cup
438,438,a blue backpack and a red car,a blue backpack;a red car,backpack;car
439,439,a red backpack and a blue car,a red backpack;a blue car,backpack;car
440,440,a brown cow and a blue cup,a brown cow;a blue cup,cow;cup
441,441,a blue cow and a brown cup,a blue cow;a brown cup,cow;cup
442,442,a red train and a blue vase,a red train;a blue vase,train;vase
443,443,a blue train and a red vase,a blue train;a red vase,train;vase
444,444,a brown giraffe and a red orange,a brown giraffe;a red orange,giraffe;orange
445,445,a red giraffe and a brown orange,a red giraffe;a brown orange,giraffe;orange
446,446,a green banana and a brown cow,a green banana;a brown cow,banana;cow
447,447,a brown banana and a green cow,a brown banana;a green cow,banana;cow
448,448,a brown giraffe and a blue vase,a brown giraffe;a blue vase,giraffe;vase
449,449,a blue giraffe and a brown vase,a blue giraffe;a brown vase,giraffe;vase
450,450,a brown cow and a red suitcase,a brown cow;a red suitcase,cow;suitcase
451,451,a red cow and a brown suitcase,a red cow;a brown suitcase,cow;suitcase
452,452,a green apple and a blue cup,a green apple;a blue cup,apple;cup
453,453,a blue apple and a green cup,a blue apple;a green cup,apple;cup
454,454,a red book and a brown sheep,a red book;a brown sheep,book;sheep
455,455,a brown book and a red sheep,a brown book;a red sheep,book;sheep
456,456,a green banana and a brown giraffe,a green banana;a brown giraffe,banana;giraffe
457,457,a brown banana and a green giraffe,a brown banana;a green giraffe,banana;giraffe
458,458,a blue boat and a red book,a blue boat;a red book,boat;book
459,459,a red boat and a blue book,a red boat;a blue book,boat;book
460,460,a blue cup and a brown elephant,a blue cup;a brown elephant,cup;elephant
461,461,a brown cup and a blue elephant,a brown cup;a blue elephant,cup;elephant
462,462,a red chair and a brown sheep,a red chair;a brown sheep,chair;sheep
463,463,a brown chair and a red sheep,a brown chair;a red sheep,chair;sheep
464,464,a brown bear and a blue boat,a brown bear;a blue boat,bear;boat
465,465,a blue bear and a brown boat,a blue bear;a brown boat,bear;boat
466,466,a red car and a white sheep,a red car;a white sheep,car;sheep
467,467,a blue bird and a brown bear,a blue bird;a brown bear,bird;bear
468,468,a green apple and a black backpack,a green apple;a black backpack,apple;backpack
469,469,a green cup and a blue cell phone,a green cup;a blue cell phone,cup;phone
470,470,a yellow book and a red vase,a yellow book;a red vase,book;vase
471,471,a white car and a red sheep,a white car;a red sheep,car;sheep
472,472,a brown bird and a blue bear,a brown bird;a blue bear,bird;bear
473,473,a black apple and a green backpack,a black apple;a green backpack,apple;backpack
474,474,a blue cup and a green cell phone,a blue cup;a green cell phone,cup;phone
475,475,a red book and a yellow vase,a red book;a yellow vase,book;vase
476,476,a red cylinder and a blue cube,a red cylinder;a blue cube,cylinder;cube
477,477,a blue cylinder and a red cube,a blue cylinder;a red cube,cylinder;cube
478,478,a red apple and yellow bananas,a red apple;yellow bananas,apple;bananas
479,479,a yellow apple and red bananas,a yellow apple;red bananas,apple;bananas
480,480,a stack of three red cubes with a blue sphere on the right and two green cones on the left,a stack;three red cubes;a blue sphere;the right;two green cones;the left,stack;cubes;sphere;right;cones;left
481,481,a metallic blue sphere to the left of a yellow box made of felt,a metallic blue sphere;the left;a yellow box,sphere;left;box
482,482,a blue wooden pyramid on top of a red plastic box,a blue wooden pyramid;a red plastic box,pyramid;box
483,483,a red cube on top of a blue cube,a red cube;a blue cube,cube;cube
484,484,a white flag with a red circle next to a solid blue flag,a white flag;a red circle;a solid blue flag,flag;circle;flag
485,485,a red circle on top of a blue square,a red circle;a blue square,circle;square
486,486,a yellow box to the right of a blue sphere,a yellow box;the right;a blue sphere,box;right;sphere
487,487,a red box to the right of a green sphere,a red box;the right;a green sphere,box;right;sphere
488,488,a red box next to a blue box,a red box;a blue box,box;box
489,489,a red sphere on top of a yellow box,a red sphere;a yellow box,sphere;box
490,490,a large blue box with three small yellow boxes on it,a large blue box;three small yellow boxes,box;boxes
491,491,a red block to the left of a blue pyramid,a red block;the left;a blue pyramid,block;left;pyramid
492,492,three small yellow boxes on a large blue box,three small yellow boxes;a large blue box,boxes;box
493,493,a black background with a large yellow circle,a black background;a large yellow circle,background;circle
494,494,a white background with a large blue circle,a white background;a large blue circle,background;circle
495,495,a black background with a large yellow square,a black background;a large yellow square,background;square
496,496,a white background with a large blue square,a white background;a large blue square,background;square
497,497,a black background with a large yellow circle and a small red square,a black background;a large yellow circle;a small red square,background;circle;square
498,498,a white background with a large blue circle and a small green square,a white background;a large blue circle;a small green square,background;circle;square
499,499,a large yellow triangle above a green square and red rectangle,a large yellow triangle;a green square;red rectangle,triangle;square;rectangle
500,500,two small circles to the left of a red triangle that is on a green rectangle,two small circles;the left;a red triangle;a green rectangle,circles;left;triangle;rectangle
501,501,a green pyramid in front of a blue box,a green pyramid;a blue box,pyramid;box
502,502,a large yellow sphere behind a small purple pyramid,a large yellow sphere;a small purple pyramid,sphere;pyramid
503,503,a metallic blue sphere to the left of a brown cardboard box,a metallic blue sphere;the left;a brown cardboard box,sphere;left;box
504,504,a yellow swirl next to a blue dashed line,a yellow swirl;a blue dashed line,swirl;line
505,505,a red swirl above a black dashed line,a red swirl;a black dashed line,swirl;line
506,506,a green pepper to the left of a red pepper,a green pepper;the left;a red pepper,pepper;left;pepper
507,507,a brown trash bin to the left of a blue recycling bin,a brown trash bin;the left;a blue recycling bin,bin;left;bin
508,508,a circular brown trash bin in front of a brick wall,a circular brown trash bin;a brick wall,bin;wall
509,509,two back to back wooden benches next to a shrub near a stone walkway,back wooden benches;a shrub;a stone walkway,benches;shrub;walkway
510,510,two back to back stone benches next to a shrub near a wooden walkway,back stone benches;a shrub;a wooden walkway,benches;shrub;walkway
511,511,an old building has stone arches and wooden doors,an old building;stone arches;wooden doors,building;arches;doors
512,512,an old building has wooden arches and stone doors,an old building;wooden arches;stone doors,building;arches;doors
513,513,"a tiled shower, molded plastic bathtub, shelf, mirror, wooden vanity, lamp, and sink make up a beige colored bathroom","a tiled shower , molded plastic bathtub , shelf , mirror , wooden vanity , lamp , and sink;a beige colored bathroom",sink;bathroom
514,514,"a tiled shower , molded wooden bathtub , shelf , mirror , plastic vanity , lamp , and sink make up a beige colored bathroom","a tiled shower , molded wooden bathtub , shelf , mirror , plastic vanity , lamp , and sink;a beige colored bathroom",sink;bathroom
515,515,a bathroom has gold tile and a silver box on the wall,a bathroom;gold tile;a silver box;the wall,bathroom;tile;box;wall
516,516,a bathroom has silver tile and a gold box on the wall,a bathroom;silver tile;a gold box;the wall,bathroom;tile;box;wall
517,517,this kitchen has wooden cabinets and silver and black appliances,this kitchen;wooden cabinets;black appliances,kitchen;cabinets;appliances
518,518,this kitchen has silver cabinets and wooden and black appliances,this kitchen;silver cabinets;wooden and black appliances,kitchen;cabinets;appliances
519,519,blue and silver motorcycle parked on pavement under plastic awning,blue and silver motorcycle;plastic awning,motorcycle;awning
520,520,blue and plastic motorcycle parked on pavement under silver awning,blue and plastic motorcycle;silver awning,motorcycle;awning
521,521,a stone building with a wooden bench placed near it,a stone building;a wooden bench,building;bench
522,522,a wooden building with a stone bench placed near it,a wooden building;a stone bench,building;bench
523,523,a cat is perched upon a wooden bench that sits on a stone patio,a cat;a wooden bench;a stone patio,cat;bench;patio
524,524,a cat is perched upon a stone bench that sits on a wooden patio,a cat;a stone bench;a wooden patio,cat;bench;patio
525,525,a wooden bench on a stone path with a green foliage background,a wooden bench;a stone path;a green foliage background,bench;path;background
526,526,a stone bench on a wooden path with a green foliage background,a stone bench;a wooden path;a green foliage background,bench;path;background
527,527,a plastic fork and lid sit on a wooden bench,a plastic fork;a wooden bench,fork;bench
528,528,a wooden fork and lid sit on a plastic bench,a wooden fork;a plastic bench,fork;bench
529,529,a white plastic fork and a container top left on a wooden bench,a white plastic fork;a container top;a wooden bench,fork;top;bench
530,530,a white wooden fork and a container top left on a plastic bench,a white wooden fork;a container top;a plastic bench,fork;top;bench
531,531,a plastic fork and dish on wooden slats,wooden slats,slats
532,532,a wooden fork and dish on plastic slats,a wooden fork;plastic slats,fork;slats
533,533,a stone statue of an elderly woman sits upon a wooden bench,a stone statue;an elderly woman;a wooden bench,statue;woman;bench
534,534,a wooden statue of an elderly woman sits upon a stone bench,a wooden statue;an elderly woman;a stone bench,statue;woman;bench
535,535,a wooden bench near a tree and a stone wall,a wooden bench;a tree;a stone wall,bench;tree;wall
536,536,a stone bench near a tree and a wooden wall,a stone bench;a tree;a wooden wall,bench;tree;wall
537,537,a green plastic chair sitting next to a wooden bench,a green plastic chair;a wooden bench,chair;bench
538,538,a green wooden chair sitting next to a plastic bench,a green wooden chair;a plastic bench,chair;bench
539,539,"an outdoor patio area with a wooden bench, plastic chair and a black piece of luggage with a closed umbrella resting on top of it",an outdoor patio area;a wooden bench;plastic chair;a black piece;a closed umbrella;top of it,area;bench;chair;piece;umbrella;it
540,540,"an outdoor patio area with a plastic bench , wooden chair and a black piece of luggage with a closed umbrella resting on top of it",an outdoor patio area;a plastic bench;wooden chair;a black piece;a closed umbrella;top of it,area;bench;chair;piece;umbrella;it
541,541,a gold colored dog lays nears some barrels on a wooden deck,a gold colored dog;some barrels;a wooden deck,dog;barrels;deck
542,542,a wooden colored dog lays nears some barrels on a gold deck,a wooden colored dog;some barrels;a gold deck,dog;barrels;deck
543,543,a zebra standing alone in the snow with a stone block wall and wooden fence behind it,a zebra;the snow;a stone block wall and wooden fence,zebra;snow;fence
544,544,a zebra standing alone in the snow with a wooden block wall and stone fence behind it,a zebra;the snow;a wooden block wall and stone fence,zebra;snow;fence
545,545,person handles yellow vegetable in silver pot at the wooden counter,yellow vegetable;silver pot;the wooden counter,vegetable;pot;counter
546,546,person handles yellow vegetable in wooden pot at the silver counter,yellow vegetable;wooden pot;the silver counter,vegetable;pot;counter
547,547,a skateboarder jumps over a stone dome with silver domes in front of it and bicycler behind him,a skateboarder;a stone dome;silver domes;front of it;bicycler behind him,skateboarder;dome;domes;it;him
548,548,a skateboarder jumps over a silver dome with stone domes in front of it and bicycler behind him,a skateboarder;a silver dome;stone domes;front of it;bicycler behind him,skateboarder;dome;domes;it;him
549,549,vegetables on a wooden table in plastic bags,a wooden table;plastic bags,table;bags
550,550,vegetables on a plastic table in wooden bags,a plastic table;wooden bags,table;bags
551,551,a plastic box full of powdered donuts on a wooden table,a plastic box;powdered donuts;a wooden table,box;donuts;table
552,552,a wooden box full of powdered donuts on a plastic table,a wooden box;powdered donuts;a plastic table,box;donuts;table
553,553,a silver stove sits next to a counter on a wooden floor,a silver stove;a counter;a wooden floor,stove;counter;floor
554,554,a wooden stove sits next to a counter on a silver floor,a wooden stove;a counter;a silver floor,stove;counter;floor
555,555,small silver laptop sitting on top of a wooden computer desk,small silver laptop;a wooden computer desk,laptop;desk
556,556,small wooden laptop sitting on top of a silver computer desk,small wooden laptop;a silver computer desk,laptop;desk
557,557,two plastic containers sitting on top of a wooden table,two plastic containers;a wooden table,containers;table
558,558,two wooden containers sitting on top of a plastic table,two wooden containers;a plastic table,containers;table
559,559,a laptop resting on a wooden table near a silver kettle,a laptop;a wooden table;a silver kettle,laptop;table;kettle
560,560,a laptop resting on a silver table near a wooden kettle,a laptop;a silver table;a wooden kettle,laptop;table;kettle
561,561,a table topped with wooden combs and plastic display cases,a table;wooden combs;plastic display cases,table;combs;cases
562,562,a table topped with plastic combs and wooden display cases,a table;plastic combs;wooden display cases,table;combs;cases
563,563,a shiny silver metal microwave near wooden cabinets,a shiny silver metal microwave;wooden cabinets,microwave;cabinets
564,564,a shiny wooden metal microwave near silver cabinets,a shiny wooden metal microwave;silver cabinets,microwave;cabinets
565,565,a wooden table with a black and silver blender,a wooden table;a black and silver blender,table;blender
566,566,a silver table with a black and wooden blender,a silver table;a black and wooden blender,table;blender
567,567,several silver hole punchers and other office supplies on a wooden table,several silver hole punchers;other office supplies;a wooden table,punchers;supplies;table
568,568,several wooden hole punchers and other office supplies on a silver table,several wooden hole punchers;other office supplies;a silver table,punchers;supplies;table
569,569,a small silver laptop on a wooden table,a small silver laptop;a wooden table,laptop;table
570,570,a small wooden laptop on a silver table,a small wooden laptop;a silver table,laptop;table
571,571,the wooden kitchen has a small child's plastic table in it,the wooden kitchen;a small child 's,kitchen;'s
572,572,the plastic kitchen has a small child 's wooden table in it,the plastic kitchen;a small child 's,kitchen;'s
573,573,a square wooden clock that reads 10:33 with a silver arch in front of it,a square wooden clock;a silver arch;front of it,clock;arch;it
574,574,a square silver clock that reads 10:33 with a wooden arch in front of it,a square silver clock;a wooden arch;front of it,clock;arch;it
575,575,"a living room with a stone fireplace, mission style furniture, and wooden blinds",a living room;a stone fireplace;mission style furniture;wooden blinds,room;fireplace;furniture;blinds
576,576,"a living room with a wooden fireplace , mission style furniture , and stone blinds",a living room;a wooden fireplace;mission style furniture;stone blinds,room;fireplace;furniture;blinds
577,577,"a wooden surface holds an opened beverage can, an open book, a meal and plastic fork on a glass plate, used and unused napkins, and most importantly a laptop, not on",a wooden surface;an opened beverage;an open book;a meal;plastic fork;a glass plate;unused napkins;a laptop,surface;beverage;book;meal;fork;plate;napkins;laptop
578,578,"a plastic surface holds an opened beverage can , an open book , a meal and wooden fork on a glass plate , used and unused napkins , and most importantly a laptop , not on",a plastic surface;an opened beverage;an open book;a meal;wooden fork;a glass plate;unused napkins;a laptop,surface;beverage;book;meal;fork;plate;napkins;laptop
579,579,a brown wooden table and a silver cellphone and another device,a brown wooden table;a silver cellphone;another device,table;cellphone;device
580,580,a brown silver table and a wooden cellphone and another device,a brown silver table;a wooden cellphone;another device,table;cellphone;device
581,581,a wooden stone with a clock on top,a wooden stone;a clock,stone;clock
582,582,a stone wooden with a clock on top,a stone wooden;a clock,wooden;clock
583,583,"a shiny, silver vase holds a colorful bouquet of flowers beside an elegant looking chair, in front of a floral print design, behind a gold colored rail","a shiny , silver vase;a colorful bouquet;an elegant looking chair;a floral print design;a gold colored rail",vase;bouquet;chair;design;rail
584,584,"a shiny , gold vase holds a colorful bouquet of flowers beside an elegant looking chair , in front of a floral print design , behind a silver colored rail","a shiny , gold vase;a colorful bouquet;an elegant looking chair;a floral print design;a silver colored rail",vase;bouquet;chair;design;rail
585,585,a small white cat on a large bowl,a small white cat;a large bowl,cat;bowl
586,586,a large white cat on a small bowl,a large white cat;a small bowl,cat;bowl
587,587,a small bathroom with a large mirror and single sink vanity,a small bathroom;a large mirror;single sink vanity,bathroom;mirror;vanity
588,588,a large bathroom with a small mirror and single sink vanity,a large bathroom;a small mirror;single sink vanity,bathroom;mirror;vanity
589,589,a small vehicle taxis a large jet down a runway,a small vehicle taxis;a large jet;a runway,taxis;jet;runway
590,590,a large vehicle taxis a small jet down a runway,a large vehicle taxis;a small jet;a runway,taxis;jet;runway
591,591,a large plant is in the corner of a small bathroom,a large plant;the corner;a small bathroom,plant;corner;bathroom
592,592,a small plant is in the corner of a large bathroom,a small plant;the corner;a large bathroom,plant;corner;bathroom
593,593,"a small bathroom, toilet and sink with a large window","a small bathroom , toilet and sink;a large window",sink;window
594,594,"a large bathroom , toilet and sink with a small window","a large bathroom , toilet and sink;a small window",sink;window
595,595,a small yellow and black car driving around the bend of a road between large hill formations,a small yellow and black car;the bend;a road;large hill formations,car;bend;road;formations
596,596,a large yellow and black car driving around the bend of a road between small hill formations,a large yellow and black car;the bend;a road;small hill formations,car;bend;road;formations
597,597,a large brick building with a small clock on it,a large brick building;a small clock,building;clock
598,598,a small brick building with a large clock on it,a small brick building;a large clock,building;clock
599,599,a woman cooking with a large white bot and a cooking board with meat in it in a small kitchen,a woman;a large white bot;a cooking board;a small kitchen,woman;bot;board;kitchen
600,600,a woman cooking with a small white bot and a cooking board with meat in it in a large kitchen,a woman;a small white bot;a cooking board;a large kitchen,woman;bot;board;kitchen
601,601,a tiny white toilet in a small bathroom,a tiny white toilet;a small bathroom,toilet;bathroom
602,602,a small white toilet in a tiny bathroom,a small white toilet;a tiny bathroom,toilet;bathroom
603,603,the small car is towing a large airplane,the small car;a large airplane,car;airplane
604,604,the large car is towing a small airplane,the large car;a small airplane,car;airplane
605,605,a small garage space with a bunch of large jars in it,a small garage space;a bunch;large jars,space;bunch;jars
606,606,a large garage space with a bunch of small jars in it,a large garage space;a bunch;small jars,space;bunch;jars
607,607,a small kitten sits in a large bowl,a small kitten;a large bowl,kitten;bowl
608,608,a large kitten sits in a small bowl,a large kitten;a small bowl,kitten;bowl
609,609,"a living room area features a large window, a white couch, a small table and a large area rug",a living room area;a large window;a white couch;a small table;a large area rug,area;window;couch;table;rug
610,610,"a living room area features a small window , a white couch , a large table and a large area rug",a living room area;a small window;a white couch;a large table;a large area rug,area;window;couch;table;rug
611,611,a small kitten is lying on the seat of a large motorcycle,a small kitten;the seat;a large motorcycle,kitten;seat;motorcycle
612,612,a large kitten is lying on the seat of a small motorcycle,a large kitten;the seat;a small motorcycle,kitten;seat;motorcycle
613,613,a bathroom with a large tub layered in small green tile,a bathroom;a large tub;small green tile,bathroom;tub;tile
614,614,a bathroom with a small tub layered in large green tile,a bathroom;a small tub;large green tile,bathroom;tub;tile
615,615,a helicopter and small plane fly through the air over the ocean and a large boat,a helicopter;small plane;the air;the ocean;a large boat,helicopter;plane;air;ocean;boat
616,616,a helicopter and large plane fly through the air over the ocean and a small boat,a helicopter;large plane;the air;the ocean;a small boat,helicopter;plane;air;ocean;boat
617,617,a large mirror behind a sink and toilet in a small bathroom,a large mirror;a sink and toilet;a small bathroom,mirror;toilet;bathroom
618,618,a small mirror behind a sink and toilet in a large bathroom,a small mirror;a sink and toilet;a large bathroom,mirror;toilet;bathroom
619,619,a large screen tv in a small bedroom,a large screen tv;a small bedroom,tv;bedroom
620,620,a small screen tv in a large bedroom,a small screen tv;a large bedroom,tv;bedroom
621,621,the small kitchen has large cabinets and two stoves,the small kitchen;large cabinets;two stoves,kitchen;cabinets;stoves
622,622,the large kitchen has small cabinets and two stoves,the large kitchen;small cabinets;two stoves,kitchen;cabinets;stoves
623,623,a large tall building with a small bird flying over the top,a large tall building;a small bird;the top,building;bird;top
624,624,a small tall building with a large bird flying over the top,a small tall building;a large bird;the top,building;bird;top
625,625,two large giraffes and a small giraffe standing in tall grass,two large giraffes;a small giraffe;tall grass,giraffes;giraffe;grass
626,626,two small giraffes and a large giraffe standing in tall grassfour planes fly close through the sky with three trailing smoke behind them,two small giraffes;a large giraffe;tall grassfour planes;the sky;three trailing smoke,giraffes;giraffe;planes;sky;smoke
627,627,three planes fly close through the sky with four trailing smoke behind them,three planes;the sky;four trailing smoke,planes;sky;smoke
628,628,three adults and one child skiing on a snow covered ski slope,three adults;one child;a snow;ski slope,adults;child;snow;slope
629,629,one adults and three child skiing on a snow covered ski slope,one adults;three child skiing;a snow;ski slope,adults;skiing;snow;slope
630,630,three giraffes two are bending over and  you can not see their heads and one in the center is tall and lanky,three giraffes;their heads;the center,giraffes;heads;center
631,631,three giraffes one are bending over and you can not see their heads and two in the center is tall and lanky,three giraffes;their heads;the center,giraffes;heads;center
632,632,two green and one grey parrot perched on a branch,two green and one grey parrot;a branch,parrot;branch
633,633,one green and two grey parrot perched on a branch,one green and two grey parrot;a branch,parrot;branch
634,634,a five eleven sign and a pole with two signs,a five eleven sign;a pole;two signs,sign;pole;signs
635,635,a two eleven sign and a pole with five signs,a two eleven sign;a pole;five signs,sign;pole;signs
